scheduler,scenario,seed,horizon_s,secure_goodput_bps,secrecy_outage_rate,rekey_events,mean_queue,mean_aos,max_aos,mean_z_l1,final_z_l1,max_z_edge,mean_lyapunov,final_lyapunov,key_inflow_bits,key_overflow_bits,key_overflow_frac,active_overflow_frac,pqc_utilisation,n_active_edges,weight_variant,k_max_bits,aos_T_a,load_scale,cg_mean_iters,cg_max_iters_used,cg_nonconverged,cg_gap_frac,cg_gap_max,key_blocked_edge_slots
shortest_path,nominal,0,3600,196335111.1111111,0.1995,3700,87378606000.0,37.66341839428354,420.0,2021501.859320008,1900000.0,1900000.0,5.103435229406331e+21,1.534639910148e+22,30135403402.14282,8.776468730642417e-05,2.912344863456633e-15,1.109750296622378e-15,0.2867083925959581,11,W3,500000000,300.0,1.0,0.0,0,0,0.0,0.0,0
aos_ideal,nominal,0,3600,241672956.2400815,3.9445555555555556,71662,11008899451.839445,198.96264796745626,420.0,59553703.07883606,57300417.152868666,9005736.212089816,3.664490611184925e+18,4.1370920527413796e+18,30135403402.14282,6.262842969190913e-06,2.0782343231368806e-16,2.432570446639651e-16,0.854336747372624,36,W3,500000000,300.0,1.0,0.0,0,0,0.0,0.0,0
aos_backpressure,nominal,0,3600,245000000.0,0.0016111111111111111,47,159323.31027777778,0.8961829791975626,300.6229401991118,6184474.685238351,19483326.564816047,7878443.856668348,1760534434395198.0,1.1455554699260332e+16,30135403402.14282,2.8697948960210162e-05,9.523001427009123e-16,1.9389117165363467e-15,0.37108329144898405,26,W3,500000000,300.0,1.0,0.0,0,0,0.0,0.0,0
aos_greedy,nominal,0,3600,245000000.0,0.0,0,0.0,0.8785889830513219,305.106926268752,2188940.2900044597,1999439.7242858133,2147030.8829264287,165299200059834.6,88884564460883.4,30135403402.14282,2.6485484085181366e-05,8.78882679343794e-16,2.200676224568246e-15,0.39936937089245267,31,W3,500000000,300.0,1.0,0.0,0,0,0.0,0.0,0
aos_cg,nominal,0,3600,245000000.0,0.0,0,0.0,0.8716866766943273,305.106926268752,2188940.2900044597,1999439.7242858133,2147030.8829264287,165299200059834.6,88884564460883.4,30135403402.14282,2.6485484085181366e-05,8.78882679343794e-16,2.2006762245682466e-15,0.39936937089245256,31,W3,500000000,300.0,1.0,1.0,1,0,-6.285095900516859e-17,4.440892098500626e-16,0
