t,qkd,mfg,bankQ,bankP,xq,xp,y,servedQ,servedP,ageQ
1049.5,374.8244223976712,0.0,78328.09717514987,0.0,0.0,0.0,0.0,155.7019292091837,0.0,300.0
1109.5,464.7549536772722,0.0,71844.77288946751,0.0,0.0,0.0,0.0,155.7019292091837,0.0,300.0
1169.5,469.80889100638757,0.0,74891.39871554334,0.0,0.0,0.0,0.0,155.7019292091837,0.0,300.0
1229.5,462.2126874313809,0.0,80404.30522751054,0.0,0.0,0.0,0.0,155.7019292091837,0.0,300.0
1289.5,407.149943152226,0.0,82960.70481661333,0.0,0.0,0.0,0.0,155.7019292091837,0.0,300.0
1349.5,408.6510745257123,0.0,85434.1776723478,0.0,0.0,0.0,0.0,155.7019292091837,0.0,300.0
1409.5,359.2672598800331,0.0,82395.33865420645,0.0,0.0,0.0,0.0,155.7019292091837,0.0,300.0
1469.5,413.6362469357438,0.0,78256.80491053003,0.0,0.0,0.0,0.0,155.7019292091837,0.0,300.0
1529.5,422.42522825415836,0.0,74089.8391779136,0.0,0.0,0.0,0.0,155.7019292091837,0.0,300.0
1589.5,458.92408151510296,0.0,75634.39045832449,0.0,0.0,0.0,0.0,155.7019292091837,0.0,300.0
1649.5,547.5069106725738,0.0,80919.892338083,0.0,0.0,0.0,0.0,155.7019292091837,0.0,300.0
1709.5,559.2363352504879,0.0,92883.7869008406,0.0,0.0,0.0,0.0,155.7019292091837,0.0,300.0
1769.5,573.8939083173169,0.0,101894.11667788897,0.0,0.0,0.0,0.0,155.7019292091837,0.0,300.0
1829.5,645.6819947403621,0.0,114687.38845669616,0.0,0.0,0.0,0.0,155.7019292091837,0.0,300.0
1889.5,607.5135648421312,0.0,125869.98707723436,0.0,0.0,0.0,0.0,155.7019292091837,0.0,300.0
1949.5,560.8844635152707,0.0,130621.81314152831,0.0,0.0,0.0,0.0,155.7019292091837,0.0,300.0
2009.5,524.1591770987949,0.0,129156.97821793982,0.0,0.0,0.0,0.0,155.7019292091837,0.0,300.0
2069.5,443.30101115563383,0.0,124630.30918216919,0.0,0.0,0.0,0.0,155.7019292091837,0.0,300.0
2129.5,448.0423588282043,0.0,114289.95826407724,0.0,0.0,0.0,0.0,155.7019292091837,0.0,300.0
