t,qkd,mfg,bankQ,bankP,xq,xp,y,servedQ,servedP,ageQ
2189.5,446.3160177396126,0.0,103472.1631811036,0.0,0.0,0.0,0.0,155.7019292091837,0.0,300.0
2249.5,379.135927721786,0.0,93635.74513513848,0.0,0.0,0.0,0.0,155.7019292091837,0.0,300.0
2309.5,398.64210506899724,0.0,84448.80685877493,0.0,0.0,0.0,0.0,155.7019292091837,0.0,300.0
2369.5,286.27456619558853,0.0,76638.89382045489,0.0,0.0,0.0,0.0,155.7019292091837,0.0,300.0
2429.5,222.9685475204645,0.0,64464.08396725551,0.0,0.0,0.0,0.0,155.7019292091837,0.0,300.0
2489.5,240.32827613262532,0.0,50866.18044465048,0.0,0.0,0.0,0.0,155.7019292091837,0.0,300.0
2549.5,313.32151361105775,0.0,42885.60500617748,0.0,0.0,0.0,0.0,155.7019292091837,0.0,300.0
2609.5,314.7304224457171,0.0,38569.42053632691,0.0,0.0,0.0,0.0,155.7019292091837,0.0,300.0
2669.5,396.0896765622845,0.0,37196.93682951219,0.0,0.0,0.0,0.0,155.7019292091837,0.0,300.0
2729.5,539.2250403221616,0.0,51713.57235237623,0.0,0.0,0.0,0.0,147.91683274872452,0.0,300.0
2789.5,498.3203529454883,0.0,71354.61423522918,0.0,0.0,0.0,0.0,149.21434882546774,0.0,300.0
2849.5,451.2097540306457,0.0,82276.09660980242,0.0,0.0,0.0,0.0,146.61931667198132,0.0,300.0
2909.5,488.3310791272361,0.0,92965.91330485906,0.0,0.0,0.0,0.0,140.13173628826527,0.0,300.0
2969.5,352.3611674153106,0.0,99742.57870367487,0.0,0.0,0.0,0.0,138.8342202115221,0.0,300.0
3029.5,363.92809540816125,0.0,91377.13277799987,0.0,0.0,0.0,0.0,145.32180059523813,0.0,300.0
3089.5,383.38590107456275,0.0,82546.10747181758,0.0,0.0,0.0,0.0,147.91683274872452,0.0,300.0
3149.5,353.55253318639103,0.0,76849.67273290204,0.0,0.0,0.0,0.0,154.4044131324405,0.0,300.0
3209.5,279.30569773469756,0.0,66234.71856818114,0.0,0.0,0.0,0.0,155.7019292091837,0.0,300.0
3269.5,236.5595510398364,0.0,54952.35760878161,0.0,0.0,0.0,0.0,155.7019292091837,0.0,300.0
3329.5,223.88572871107465,130.20833333333334,47169.396261637114,5498.281465906675,0.0,1.2975160767431972,0.0,142.72676844175172,12.975160767431971,300.0
3389.5,359.59553966916667,0.0,42191.956729956815,7033.990353954082,0.0,0.0,0.0,155.7019292091837,0.0,300.0
3449.5,373.54065179563855,0.0,41645.51689199051,7033.990353954082,0.0,0.0,0.0,155.7019292091837,0.0,300.0
3509.5,376.71305983428493,0.0,45519.15098908524,7033.990353954082,0.0,0.0,0.0,155.7019292091837,0.0,300.0
3569.5,382.9419289797987,0.0,52714.58912968404,7033.990353954082,0.0,0.0,0.0,155.7019292091837,0.0,300.0
3629.5,281.34109222587915,0.0,60037.835790852085,1664.6197053039969,0.0,0.0,0.0,155.7019292091837,0.0,299.8333333333333
3689.5,250.41107064471106,0.0,56451.96195256121,0.0,0.0,0.0,0.0,155.7019292091837,0.0,300.0
3749.5,258.2455116570114,0.0,49907.19899050391,0.0,0.0,0.0,0.0,155.7019292091837,0.0,300.0
3809.5,283.10753286409806,0.0,43795.463804260384,0.0,0.0,0.0,0.0,137.53670413477892,0.0,300.0
3869.5,237.63028910965008,0.0,37791.28785966818,0.0,0.0,0.0,0.0,147.91683274872454,0.0,300.0
3929.5,219.8949329841327,0.0,30724.655698813196,0.0,0.0,0.0,0.0,154.4044131324405,0.0,300.0
3989.5,262.7823109728234,0.0,30455.22472385025,0.0,0.0,0.0,0.0,154.4044131324405,0.0,300.0
4049.5,335.0034025536097,0.0,33564.37243019881,0.0,0.0,0.0,0.0,155.7019292091837,0.0,300.0
4109.5,387.08541734517735,0.0,38168.27932340086,0.0,0.0,0.0,0.0,153.1068970556973,0.0,300.0
4169.5,353.8168983986351,0.0,45076.38412107678,0.0,0.0,0.0,0.0,136.2391880580357,0.0,300.0
4229.5,360.43032519265034,0.0,53069.68795120313,0.0,0.0,0.0,0.0,147.91683274872454,0.0,300.0
4289.5,323.09203185423826,0.0,59454.633841627445,0.0,0.0,0.0,0.0,155.7019292091837,0.0,300.0
4349.5,311.5665597725962,0.0,60005.81027282705,0.0,0.0,0.0,0.0,155.7019292091837,0.0,300.0
4409.5,355.23045283165567,0.0,57238.55666577229,0.0,0.0,0.0,0.0,155.7019292091837,0.0,300.0
4469.5,454.7825845393702,0.0,58974.62911594353,0.0,0.0,0.0,0.0,155.7019292091837,0.0,300.0
4529.5,434.865340055121,0.0,64344.635305885735,0.0,0.0,0.0,0.0,155.7019292091837,0.0,300.0
4589.5,395.0230242561229,0.0,68410.4028165235,0.0,0.0,0.0,0.0,155.7019292091837,0.0,300.0
4649.5,381.5589418372393,0.0,72731.25129518713,0.0,0.0,0.0,0.0,155.7019292091837,0.0,300.0
4709.5,293.7686119257609,0.0,74584.35339137174,0.0,0.0,0.0,0.0,155.7019292091837,0.0,300.0
4769.5,314.5400475290402,0.0,66898.90461581192,0.0,0.0,0.0,0.0,155.7019292091837,0.0,300.0
4829.5,366.58565063964346,0.0,60763.2200949127,0.0,0.0,0.0,0.0,155.7019292091837,0.0,300.0
4889.5,450.5524007696904,0.0,59928.5384611888,0.0,0.0,0.0,0.0,155.7019292091837,0.0,300.0
4949.5,387.5638216055179,0.0,61531.768001747914,0.0,0.0,0.0,0.0,155.7019292091837,0.0,300.0
5009.5,461.3459508409131,0.0,66536.21851059292,0.0,0.0,0.0,0.0,155.7019292091837,0.0,300.0
5069.5,377.3437702298659,0.0,74754.87634513411,0.0,0.0,0.0,0.0,155.7019292091837,0.0,300.0
5129.5,303.9666233940646,0.0,74540.35227302306,0.0,0.0,0.0,0.0,155.7019292091837,0.0,300.0
5189.5,280.8575014095835,0.0,67503.07702552616,0.0,0.0,0.0,0.0,155.7019292091837,0.0,300.0
5249.5,167.41611933674952,195.3125,57416.88281403035,2685.142049984056,0.0,1.2975160767431972,0.0,129.75160767431973,25.950321534863942,300.0
5309.5,123.31268150809578,390.625,41897.2734059736,21103.341238839283,0.0,0.0,0.0,116.77644690688776,38.92548230229591,300.0
5369.5,170.30483656241492,221.35416666666666,26410.7290149309,40089.83378507652,0.0,0.0,0.0,134.9416719812925,20.760257227891156,300.0
5429.5,265.2697018309667,0.0,19513.964474887565,43299.336336096916,0.0,0.0,0.0,155.7019292091837,0.0,300.0
5489.5,349.24956329932724,0.0,20601.593634095916,43299.336336096916,0.0,0.0,0.0,155.7019292091837,0.0,300.0
5549.5,410.3619840186723,0.0,28675.11427394761,40803.019205729164,0.0,0.0,0.0,155.7019292091837,0.0,297.1
5609.5,482.8349760042166,0.0,45196.28603960623,22586.62009725766,0.0,0.0,0.0,155.7019292091837,0.0,299.5
5669.5,496.08546030001776,0.0,64540.76810002882,3430.856717687075,0.0,0.0,0.0,155.7019292091837,0.0,299.73333333333335
5729.5,390.60422055052493,0.0,78148.85878041356,0.0,0.0,0.0,0.0,155.7019292091837,0.0,300.0
5789.5,456.0783292609501,0.0,84298.31129155951,0.0,0.0,0.0,0.0,155.7019292091837,0.0,300.0
5849.5,482.46120530851226,0.0,89844.87879195536,0.0,0.0,0.0,0.0,155.7019292091837,0.0,300.0
5909.5,468.90675105286283,0.0,93354.26703910236,0.0,0.0,0.0,0.0,155.7019292091837,0.0,300.0
5969.5,466.71139522239827,0.0,90668.89335602178,0.0,0.0,0.0,0.0,155.7019292091837,0.0,300.0
6029.5,443.2145520698548,0.0,91818.72007381213,0.0,0.0,0.0,0.0,155.7019292091837,0.0,300.0
6089.5,295.5714067933808,0.0,87873.53327149512,0.0,0.0,0.0,0.0,155.7019292091837,0.0,300.0
6149.5,248.14617151720594,0.0,76137.50617898481,0.0,0.0,0.0,0.0,155.7019292091837,0.0,300.0
6209.5,285.9608284042734,0.0,62011.710099689146,0.0,0.0,0.0,0.0,155.7019292091837,0.0,300.0
6269.5,331.86251543605914,0.0,53241.34576995768,0.0,0.0,0.0,0.0,155.7019292091837,0.0,300.0
6329.5,405.29116146242075,0.0,47311.682009601645,0.0,0.0,0.0,0.0,155.7019292091837,0.0,300.0
6389.5,504.2518193167949,0.0,53660.843509936305,0.0,0.0,0.0,0.0,155.7019292091837,0.0,300.0
6449.5,522.3048002727531,0.0,68972.781983441,0.0,0.0,0.0,0.0,155.7019292091837,0.0,300.0
6509.5,465.41503186370244,0.0,82641.24022500102,0.0,0.0,0.0,0.0,155.7019292091837,0.0,300.0
6569.5,429.25085351228716,0.0,90510.82489807255,0.0,0.0,0.0,0.0,155.7019292091837,0.0,300.0
6629.5,373.91380086387977,0.0,93263.83331969893,0.0,0.0,0.0,0.0,155.7019292091837,0.0,300.0
6689.5,382.3324882257211,0.0,87150.2544138148,0.0,0.0,0.0,0.0,155.7019292091837,0.0,300.0
6749.5,484.7186289647606,0.0,81766.36957943327,0.0,0.0,0.0,0.0,155.7019292091837,0.0,300.0
6809.5,586.4249071876385,0.0,84527.58039044905,0.0,0.0,0.0,0.0,155.7019292091837,0.0,300.0
6869.5,633.5634881165623,0.0,94493.3849608111,0.0,0.0,0.0,0.0,155.7019292091837,0.0,300.0
6929.5,738.2453132977215,0.0,111203.60797158226,0.0,0.0,0.0,0.0,155.7019292091837,0.0,300.0
6989.5,699.3584431266222,0.0,134133.47462395162,0.0,0.0,0.0,0.0,155.7019292091837,0.0,300.0
7049.5,658.3008716112527,0.0,148327.25784576903,0.0,0.0,0.0,0.0,155.7019292091837,0.0,300.0
7109.5,670.2329891009572,0.0,155888.79446802492,0.0,0.0,0.0,0.0,155.7019292091837,0.0,300.0
7169.5,534.7025640456337,0.0,156481.34043483555,0.0,0.0,0.0,0.0,155.7019292091837,0.0,300.0
7229.5,414.97913107156296,0.0,142946.89865807435,0.0,0.0,0.0,0.0,155.7019292091837,0.0,300.0
7289.5,388.11154277031545,0.0,122647.9917961931,0.0,0.0,0.0,0.0,155.7019292091837,0.0,300.0
7349.5,367.66513720887957,0.0,104896.93926809628,0.0,0.0,0.0,0.0,155.7019292091837,0.0,300.0
7409.5,332.6327452698742,0.0,85290.58870347988,0.0,0.0,0.0,0.0,155.7019292091837,0.0,300.0
7469.5,357.41495703148485,0.0,69014.33824186107,0.0,0.0,0.0,0.0,155.7019292091837,0.0,300.0
7529.5,401.54777520681415,0.0,64089.51249512341,0.0,0.0,0.0,0.0,155.7019292091837,0.0,300.0
7589.5,397.9578063146506,0.0,64223.62096634472,0.0,0.0,0.0,0.0,155.7019292091837,0.0,300.0
7649.5,488.1389326154823,0.0,68192.19938983182,0.0,0.0,0.0,0.0,155.7019292091837,0.0,300.0
7709.5,469.82836212217615,0.0,77101.90419787032,0.0,0.0,0.0,0.0,155.7019292091837,0.0,300.0
7769.5,444.45285789643566,0.0,84164.18288587105,0.0,0.0,0.0,0.0,155.7019292091837,0.0,300.0
7829.5,478.49781354102913,0.0,87367.32897379663,0.0,0.0,0.0,0.0,155.7019292091837,0.0,300.0
7889.5,441.70026271157974,0.0,92282.87858705733,0.0,0.0,0.0,0.0,155.7019292091837,0.0,300.0
7949.5,384.17651454260533,0.0,90108.79432867463,0.0,0.0,0.0,0.0,155.7019292091837,0.0,300.0
8009.5,375.96164980126997,0.0,83324.83690410605,0.0,0.0,0.0,0.0,155.7019292091837,0.0,300.0
8069.5,422.9228695258466,0.0,80088.32421800222,0.0,0.0,0.0,0.0,155.7019292091837,0.0,300.0
8129.5,314.0773850480498,0.0,75129.19583790559,0.0,0.0,0.0,0.0,155.7019292091837,0.0,300.0
8189.5,403.647529684073,0.0,67967.04838536114,0.0,0.0,0.0,0.0,155.7019292091837,0.0,300.0
8249.5,488.61053191227677,0.0,70546.28899245741,0.0,0.0,0.0,0.0,155.7019292091837,0.0,300.0
8309.5,478.69283541647843,0.0,77816.27218993622,0.0,0.0,0.0,0.0,155.7019292091837,0.0,300.0
8369.5,478.61509316209504,0.0,81647.13847122803,0.0,0.0,0.0,0.0,155.7019292091837,0.0,300.0
8429.5,411.45120922215494,0.0,86765.40201152771,0.0,0.0,0.0,0.0,155.7019292091837,0.0,300.0
8489.5,369.56565141926836,0.0,89007.10876042246,0.0,0.0,0.0,0.0,155.7019292091837,0.0,300.0
8549.5,306.1273221810594,0.0,81301.83469566415,0.0,0.0,0.0,0.0,155.7019292091837,0.0,300.0
8609.5,357.0569358811184,0.0,71556.27886844418,0.0,0.0,0.0,0.0,155.7019292091837,0.0,300.0
8669.5,439.65009677399127,0.0,67109.70816962299,0.0,0.0,0.0,0.0,155.7019292091837,0.0,300.0
8729.5,492.8600760002315,0.0,68380.73705611636,0.0,0.0,0.0,0.0,155.7019292091837,0.0,300.0
8789.5,557.8721602008113,0.0,76502.10789264296,0.0,0.0,0.0,0.0,155.7019292091837,0.0,300.0
8849.5,478.6028114339621,0.0,89017.59464237625,0.0,0.0,0.0,0.0,155.7019292091837,0.0,300.0
8909.5,443.44074447598,0.0,96032.3841777907,0.0,0.0,0.0,0.0,155.7019292091837,0.0,300.0
8969.5,350.2924544212022,0.0,97311.82092582411,0.0,0.0,0.0,0.0,155.7019292091837,0.0,300.0
9029.5,195.03724933002346,91.14583333333333,85080.18377195476,566.6574491124575,0.0,1.2975160767431972,0.0,146.6193166719813,9.08261253720238,300.0
9089.5,192.4659456883081,195.3125,65041.08200967899,12817.569654815052,0.0,0.0,0.0,136.2391880580357,19.46274115114796,300.0
9149.5,344.17112729778853,0.0,49447.100040811114,15474.778778698981,0.0,0.0,0.0,155.7019292091837,0.0,300.0
9209.5,398.72315196369146,0.0,44676.34077300689,15474.778778698981,0.0,0.0,0.0,155.7019292091837,0.0,300.0
9269.5,535.7635789633204,0.0,48312.38051293177,15474.778778698981,0.0,0.0,0.0,155.7019292091837,0.0,300.0
9329.5,613.7305216140903,0.0,66852.94669673209,14997.969646843112,0.0,0.0,0.0,155.7019292091837,0.0,299.8666666666667
9389.5,580.0572691413864,0.0,92088.47036970401,2852.521623883929,0.0,0.0,0.0,155.7019292091837,0.0,299.76666666666665
9449.5,521.2258428778289,0.0,107937.03390243759,0.0,0.0,0.0,0.0,155.7019292091837,0.0,300.0
9509.5,417.74144994985534,0.0,114975.87525195545,0.0,0.0,0.0,0.0,155.7019292091837,0.0,300.0
9569.5,370.1924822595512,0.0,108631.69977185848,0.0,0.0,0.0,0.0,155.7019292091837,0.0,300.0
9629.5,395.7292045276691,0.0,98145.19875973984,0.0,0.0,0.0,0.0,155.7019292091837,0.0,300.0
9689.5,382.01780272782713,0.0,83149.5227761336,0.0,0.0,0.0,0.0,155.7019292091837,0.0,300.0
9749.5,361.70264388327547,0.0,73761.34928329896,0.0,0.0,0.0,0.0,155.7019292091837,0.0,300.0
9809.5,477.7758768433077,0.0,68816.1936120251,0.0,0.0,0.0,0.0,155.7019292091837,0.0,300.0
9869.5,513.9326316034602,0.0,77754.38054053958,0.0,0.0,0.0,0.0,155.7019292091837,0.0,300.0
9929.5,559.5175090055805,0.0,86054.76952683895,0.0,0.0,0.0,0.0,155.7019292091837,0.0,300.0
9989.5,582.9110955891158,0.0,97888.16104978205,0.0,0.0,0.0,0.0,155.7019292091837,0.0,300.0
10049.5,572.882517927863,0.0,110568.12455715219,0.0,0.0,0.0,0.0,155.7019292091837,0.0,300.0
10109.5,514.1679109048548,0.0,118658.58570221362,0.0,0.0,0.0,0.0,155.7019292091837,0.0,300.0
10169.5,468.2150910185047,0.0,117027.79651834277,0.0,0.0,0.0,0.0,155.7019292091837,0.0,300.0
10229.5,431.01626220302785,0.0,112007.48219694597,0.0,0.0,0.0,0.0,155.7019292091837,0.0,300.0
10289.5,431.8279703070106,0.0,102202.98838452833,0.0,0.0,0.0,0.0,155.7019292091837,0.0,300.0
10349.5,498.3906008106505,0.0,96112.71244918743,0.0,0.0,0.0,0.0,155.7019292091837,0.0,300.0
10409.5,527.2212934096789,0.0,93570.51019167164,0.0,0.0,0.0,0.0,155.7019292091837,0.0,300.0
10469.5,564.8662661718016,0.0,97190.71856931393,0.0,0.0,0.0,0.0,155.7019292091837,0.0,300.0
10529.5,624.6991493177853,0.0,105811.44993741675,0.0,0.0,0.0,0.0,155.7019292091837,0.0,300.0
10589.5,485.24990720942293,0.0,115890.54324993465,0.0,0.0,0.0,0.0,155.7019292091837,0.0,300.0
10649.5,488.64115203187066,0.0,115468.1715820343,0.0,0.0,0.0,0.0,155.7019292091837,0.0,300.0
10709.5,406.72051520967335,0.0,112134.92958708959,0.0,0.0,0.0,0.0,155.7019292091837,0.0,300.0
10769.5,364.22598691471126,0.0,102771.66130209243,0.0,0.0,0.0,0.0,155.7019292091837,0.0,300.0
10829.5,379.6668709074854,0.0,88833.57967172624,0.0,0.0,0.0,0.0,155.7019292091837,0.0,300.0
10889.5,390.77438794479133,0.0,77667.59573108607,0.0,0.0,0.0,0.0,155.7019292091837,0.0,300.0
10949.5,322.01872071011053,0.0,69933.71610770586,0.0,0.0,0.0,0.0,155.7019292091837,0.0,300.0
