model,longrun_mbps,window_mean_mbps,window_min_mbps,window_max_mbps,window_cv
isccp,20.92006735333743,20.920067353337434,19.879519839839997,22.490516567864066,0.03525428309262143
era5,18.974956326720754,9.037193449001009,6.614766254128085e-09,18.51678733157503,0.7411612680773213
