t,qkd,mfg,bankQ,bankP,xq,xp,y,servedQ,servedP,ageQ,ageMean,ageOldest
15720,117.66251550522387,0.0,0,0,199.39498798243483,0.0,3.780087354243733e-12,117.66251550522387,0.0,0.0,0.0,0.0
15840,100.3113920826688,0.0,0,0,666.5007756099858,0.0,3.680611371237319e-12,100.3113920826688,0.0,0.0,0.0,0.0
15960,113.99638495307664,0.0,0,0,2184.5945853995254,0.0,3.524291969370097e-12,113.99638495307664,0.0,0.0,0.0,0.0
16080,100.18448540101677,0.0,0,0,4531.801168227974,0.0,3.097966327914037e-12,100.18448540101676,0.0,0.0,0.0,0.0
16200,78.01758855334822,0.0,0,0,5991.506754564062,0.0,3.097966327914037e-12,78.01758855334822,0.0,0.0,0.0,0.0
16320,73.73507103743846,0.0,0,0,7013.300664999329,0.0,3.055333763768431e-12,73.73507103743846,0.0,0.0,0.0,0.0
16440,88.42514261637666,0.0,0,0,7334.435893993289,0.0,3.183231456205249e-12,88.42514261637666,0.0,0.0,0.0,0.0
16560,109.83572837794593,0.0,0,0,5277.632841071069,0.0,3.282707439211663e-12,109.83572837794591,0.0,0.0,0.0,0.0
16680,110.75199148556045,0.0,0,0,6616.26074551592,0.0,3.254285729781259e-12,110.75199148556044,0.0,0.0,0.0,0.0
16800,118.63921244873414,0.0,0,0,5604.66195628608,0.0,3.112177182629239e-12,118.63921244873413,0.0,0.0,0.0,0.0
16920,120.73508625769146,0.0,0,0,2357.977380981266,0.0,3.069544618483633e-12,120.73508625769146,0.0,0.0,0.0,0.0
17040,128.00448789105917,0.0,78.60993216483688,0,105.53313134603687,0.0,3.1672442446506466e-12,105.5331313459821,0.0,2.796955587391258,2.796955587391258,6
17160,136.46460834924238,0.0,0,0,729.3151114088002,0.0,3.581135388230905e-12,136.46460834924238,0.0,0.0,0.0,0.0
17280,147.91554021321184,0.0,316.9472063890858,0,111.57450962614055,0.0,3.652189661806915e-12,111.57450962608584,0.0,1.0457347807005695,4.870904049109791,11
17400,146.50186021530774,0.0,7875.32329977401,0,131.5569509627662,0.0,3.645084234449314e-12,131.55695096271154,0.0,1.4308389534118247,63.32709582271423,131
17520,139.10519916406105,0.0,12316.662550213663,0,145.4528564650579,0.0,3.659295089164516e-12,87.0646330115593,0.0,1.2873291618445748,141.06822716730687,251
17640,90.55145478987785,0.0,11168.622382144511,0,53.883702129794116,0.0,3.680611371237319e-12,64.54698645243433,0.0,0.5521892162418006,178.81178346767993,300
17760,123.72324329607963,0.0,6771.483498533354,0,48.68979290661472,0.0,3.673505943879718e-12,107.07801636000389,0.0,0.6581372410435037,169.71083408221546,300
17880,90.29453813960741,0.0,3737.691106404012,0,79.10781262805477,0.0,3.531397396727698e-12,137.49603608144417,0.0,62.79981578691948,197.0896574555225,300
18000,109.67848067904633,0.0,6104.31478664569,0,56.98991527226905,0.0,3.453237695794087e-12,144.5722504523804,0.0,1.6877553590230283,105.08742098734271,300
18120,106.98614973125545,0.0,8355.767487770147,0,68.30781712084547,0.0,3.467448550509289e-12,126.69604057423487,0.0,2.9082103538980544,120.33953028959208,263
18240,99.05911801393206,0.0,8062.535036770659,0,48.957330108161514,0.0,3.581135388230905e-12,95.66790887086208,0.0,1.3816299759459494,193.3157879779167,300
18360,120.55166313293476,0.0,2615.6968575406254,0,138.95683988915562,0.0,3.659295089164516e-12,138.9568398891011,0.0,96.56271048894266,235.33385896154547,300
18480,107.39194464050992,0.0,2031.2345571930455,0,113.22435873219999,0.0,3.7623237858497305e-12,113.22435873214533,0.0,21.936396463626075,110.33469228867726,298
18600,99.13919948739947,0.0,1337.2700665554335,0,58.57367758477314,0.0,3.7481129311345285e-12,119.21035311066318,0.0,1.6884963184954656,189.58320494292948,246
18720,110.95977316163922,0.0,461.68459656571076,0,57.177554543669245,0.0,3.865352482534945e-12,103.88813330636955,0.0,6.5210354594595294,19.037290057234287,50
18840,127.5308744086963,0.0,2189.075878099508,0,169.17309998796856,0.0,3.872457909892546e-12,157.15299960926546,0.0,2.860730744861578,54.931635143192615,170
18960,73.93113906430628,0.0,4559.443979198043,0,56.99674981880972,0.0,3.7978509226377355e-12,115.38497327219883,0.0,20.53030155382231,122.77590497943119,290
19080,94.84483864904492,0.0,4613.660865824121,0,70.09448847414015,0.0,3.844036200462142e-12,81.53031318974087,0.0,5.352661269149732,195.46245312521103,297
19200,109.09706784969661,0.0,5433.145814152291,0,81.09952750058609,0.0,3.957723038183758e-12,81.0995275005312,0.0,4.155006267703837,105.65042918308356,300
19320,82.8462714499746,0.0,4939.287666962373,0,87.95331326191132,0.0,4.121147867408581e-12,87.95331326185632,0.0,80.64031045224243,182.5464113388548,298
19440,83.65032274509157,0.0,1540.447634627452,0,95.84168800253316,0.0,4.142464149481384e-12,37.45346454903415,0.0,0.5873527434301618,258.9771210983828,300
19560,149.5672370619456,0.0,4444.2540544474605,0,88.529133267524,0.0,4.163780431554187e-12,88.52913326746886,0.0,0.31053087789725436,45.4407685562862,130
19680,183.5706956310971,0.0,13722.434651569603,0,184.26299716573857,0.0,4.284572696633404e-12,125.8747737122394,0.0,0.6868827555922035,89.66761193737109,250
19800,124.36742938726934,0.0,16586.22874344402,0,100.65428833887103,0.0,4.593658786689048e-12,147.36486710157067,0.0,8.427718561810233,167.12395777763086,300
19920,96.06914621209296,0.0,10127.453575573103,0,108.15963387321192,0.0,4.888534022029489e-12,49.771410419712396,0.0,63.32741442349345,236.67218257525312,300
20040,167.12808472977875,0.0,6366.631050661838,0,117.49993783726124,0.0,4.796163466380676e-12,117.49993783720579,0.0,0.7395876254831463,80.67115612575752,300
20160,140.056171880788,0.0,8671.01923595874,0,24.822758787439255,0.0,4.988010005035903e-12,147.55979995548964,0.0,1.0,118.7660134305624,240
20280,104.28789579495864,0.0,9486.020451922182,0,108.43537281670476,0.0,5.243805389909539e-12,166.82359627009308,0.0,17.744965537912584,196.7525370478146,300
20400,71.45603318393306,0.0,2959.535781573129,0,42.772959378393935,0.0,5.4853899200679734e-12,42.7729593783382,0.0,74.1174868410246,255.94783854247143,300
20520,77.77239007078452,0.0,0,0,308.57516720096424,0.0,5.5422333389287814e-12,77.77239007078452,0.0,0.0,0.0,0.0
20640,71.86958906718128,0.0,2607.9940675950706,0,38.862249325818155,0.0,5.517364343177178e-12,62.217538707140505,0.0,0.7516342844924204,59.10439646737471,109
20760,117.61615303029099,0.0,3250.165275729359,0,112.70483326801633,0.0,5.4427573559223674e-12,137.89155074572852,0.0,4.159360074998547,143.35965145059237,229
20880,95.33250171771833,0.0,1091.5735217856059,0,91.74150008233023,0.0,5.5138116294983774e-12,141.02596986941322,0.0,266.4237769569629,284.8902145166876,300
21000,90.48609972582187,0.0,0,0,241.3030603513833,0.0,5.4569682106375694e-12,90.48609972582187,0.0,0.0,0.0,0.0
21120,74.90034709318205,0.0,0,0,1759.3968701409242,0.0,5.4001247917767614e-12,74.90034709318205,0.0,0.0,0.0,0.0
21240,102.10021080261238,0.0,0,0,3394.267126837341,0.0,5.286437954055145e-12,102.1002108026124,0.0,0.0,0.0,0.0
21360,119.4613799804807,0.0,0,0,3394.267126837351,0.0,5.172751116333529e-12,119.46137998048071,0.0,0.0,0.0,0.0
21480,96.97041825174557,0.0,0,0,3394.2671268373483,0.0,4.973799150320701e-12,96.97041825174557,0.0,0.0,0.0,0.0
21600,125.08345206141408,0.0,0,0,3452.6553502907955,0.0,5.4569682106375694e-12,125.08345206141408,0.0,0.0,0.0,0.0
21720,133.17824681933254,0.0,557.4379414106207,0,75.72148794385325,0.0,5.32196509084315e-12,121.61782851615244,0.0,2.2355306335994736,8.696229361135865,16
21840,112.2830466438026,0.0,902.6770362692025,0,94.04374438492908,0.0,6.23856521997368e-12,109.92144656050596,0.0,64.71138078615634,117.69356706925942,136
21960,101.76754134067322,0.0,0,0,38.98803366617937,0.0,5.9969806898152456e-12,117.49506874651104,0.0,0.0,0.0,0.0
