t,secure_bps,violations,k_min,k_mean,q_total,aos_mean,aos_max,rekey,q_sumsq,z_l1,z_sumsq,z_max,lyapunov,key_inflow,key_overflow,cg_iters,cg_columns,cg_converged,obj_lp,obj_greedy,key_blocked_edges
384,196200000.0,1,0.0,9983529.605769636,18301600000,60.27238279993032,420.0,1,3.3494856256e+20,1900000.0,3610000000000.0,1900000.0,1.6747464228e+20,8408610.292152675,8.534698281437159e-09,0,0,1,0.0,0.0,0
385,196200000.0,1,0.0,10001768.83970716,18350400000,60.2723530367189,420.0,1,3.3673718016e+20,1900000.0,3610000000000.0,1900000.0,1.6836895108e+20,8408610.292152675,8.534698281437159e-09,0,0,1,0.0,0.0,0
386,196200000.0,1,0.0,10020006.65712469,18399200000,60.27232626686719,420.0,1,3.3853056064e+20,1900000.0,3610000000000.0,1900000.0,1.6926564132e+20,8408610.292152675,8.534698281437159e-09,0,0,1,0.0,0.0,0
387,196200000.0,1,0.0,10038243.105239566,18448000000,60.272302527810346,420.0,1,3.40328704e+20,1900000.0,3610000000000.0,1900000.0,1.70164713e+20,8408610.292152675,8.534698281437159e-09,0,0,1,0.0,0.0,0
388,196200000.0,1,0.0,10056478.229695205,18496800000,60.2722818583417,420.0,1,3.4213161024e+20,1900000.0,3610000000000.0,1900000.0,1.7106616612e+20,8408610.292152675,8.534698281437159e-09,0,0,1,0.0,0.0,0
389,196200000.0,1,0.0,10074712.074613584,18545600000,60.27226429865332,420.0,1,3.4393927936e+20,1900000.0,3610000000000.0,1900000.0,1.7197000068e+20,8408610.292152675,8.534698281437159e-09,0,0,1,0.0,0.0,0
390,196200000.0,1,0.0,10092944.682645947,18594400000,60.2722498903785,420.0,1,3.4575171136e+20,1900000.0,3610000000000.0,1900000.0,1.7287621668e+20,8408610.292152675,8.534698281437159e-09,0,0,1,0.0,0.0,0
391,196200000.0,1,0.0,10111208.529739238,18643200000,60.27223460617122,420.0,1,3.4756890624e+20,1900000.0,3610000000000.0,1900000.0,1.7378481412e+20,8408610.292152675,8.534698281437159e-09,0,0,1,0.0,0.0,0
392,196200000.0,1,0.0,10130804.244877743,18692000000,60.27205401423861,420.0,1,3.49390864e+20,1900000.0,3610000000000.0,1900000.0,1.74695793e+20,8408610.292152675,8.534698281437159e-09,0,0,1,0.0,0.0,0
393,196200000.0,1,0.0,10150398.842382872,18740800000,60.27187421784535,420.0,1,3.5121758464e+20,1900000.0,3610000000000.0,1900000.0,1.7560915332e+20,8408610.293036435,8.927599992603064e-09,0,0,1,0.0,0.0,0
394,196200000.0,1,0.0,10169992.35949129,18789600000,60.271695210588774,420.0,1,3.5304906816e+20,1900000.0,3610000000000.0,1900000.0,1.7652489508e+20,8408610.293036435,8.927599992603064e-09,0,0,1,0.0,0.0,0
395,196200000.0,1,0.0,10190339.23486104,18838400000,60.27151698616385,420.0,1,3.5488531456e+20,1900000.0,3610000000000.0,1900000.0,1.7744301828e+20,8465664.676567778,6.104528438299894e-09,0,0,1,0.0,0.0,0
396,196200000.0,1,0.0,10211238.065725736,18887200000,60.27133953836066,420.0,1,3.5672632384e+20,1900000.0,3610000000000.0,1900000.0,1.7836352292e+20,8493507.475561794,3.3251126296818256e-09,0,0,1,0.0,0.0,0
397,196200000.0,1,0.0,10232135.920672074,18936000000,60.27116286106207,420.0,1,3.58572096e+20,1900000.0,3610000000000.0,1900000.0,1.79286409e+20,8493507.475561794,3.3251126296818256e-09,0,0,1,0.0,0.0,0
398,196200000.0,1,0.0,10252447.192076676,18984800000,60.270986948241564,420.0,1,3.6042263104e+20,1900000.0,3610000000000.0,1900000.0,1.8021167652e+20,8451341.384474047,7.588823791593313e-09,0,0,1,0.0,0.0,0
399,196200000.0,1,0.0,10272914.475222664,19033600000,60.27080929308511,420.0,1,3.6227792896e+20,1900000.0,3610000000000.0,1900000.0,1.8113932548e+20,8456990.637057692,7.588823791593313e-09,0,0,1,0.0,0.0,0
400,196200000.0,1,0.0,10298806.22404744,19082400000,38.385590942233534,420.0,1,3.6413798976e+20,1900000.0,3610000000000.0,1900000.0,1.8206935588e+20,8456990.637057692,7.588823791593313e-09,0,0,1,0.0,0.0,0
401,196200000.0,1,0.0,10316834.581392437,19131200000,38.385631776036796,420.0,1,3.6600281344e+20,1900000.0,3610000000000.0,1900000.0,1.8300176772e+20,8454059.371569384,3.4124241210520267e-09,0,0,1,0.0,0.0,0
402,196200000.0,1,0.0,10334862.936683156,19180000000,38.38567403718608,420.0,1,3.678724e+20,1900000.0,3610000000000.0,1900000.0,1.83936561e+20,8454059.371569384,3.4124241210520267e-09,0,0,1,0.0,0.0,0
403,196200000.0,1,0.0,10353673.338519007,19228800000,38.38571625641279,420.0,1,3.6974674944e+20,1900000.0,3610000000000.0,1900000.0,1.8487373572e+20,8491524.68265842,1.0644725989550352e-08,0,0,1,0.0,0.0,0
404,196200000.0,1,0.0,10372483.738435255,19277600000,38.3857599251259,420.0,1,3.7162586176e+20,1900000.0,3610000000000.0,1900000.0,1.8581329188e+20,8491524.68265842,1.0644725989550352e-08,0,0,1,0.0,0.0,0
