scheduler,scenario,seed,horizon_s,secure_goodput_bps,secrecy_outage_rate,rekey_events,mean_queue,mean_aos,max_aos,mean_z_l1,final_z_l1,max_z_edge,mean_lyapunov,final_lyapunov,key_inflow_bits,key_overflow_bits,key_overflow_frac,active_overflow_frac,pqc_utilisation,n_active_edges,weight_variant,k_max_bits,aos_T_a,load_scale,cg_mean_iters,cg_max_iters_used,cg_nonconverged,cg_gap_frac,cg_gap_max,key_blocked_edge_slots
shortest_path,nominal,10,600,197010666.66666666,0.197,708,14181636000.0,34.1948200625726,420.0,2653627.4833649443,1900000.0,1900000.0,1.3622926146944593e+20,4.1453606148e+20,4953951230.556372,2.4738067452311398e-06,4.993603348318207e-16,7.018236908992007e-16,0.2960339658919185,11,W3,500000000,300.0,1.0,0.0,0,0,0.0,0.0,0
shortest_path,nominal,11,600,197010666.66666666,0.197,646,14181636000.0,33.06760347609665,420.0,2456144.716420527,1900000.0,1900000.0,1.3622922804155084e+20,4.1453606148e+20,4960045881.934219,3.2979107832398213e-06,6.64895217048631e-16,9.474059616205754e-16,0.297645201366119,11,W3,500000000,300.0,1.0,0.0,0,0,0.0,0.0,0
shortest_path,nominal,12,600,197010666.66666666,0.197,646,14181636000.0,33.08513438222059,420.0,2508880.8715160815,1900000.0,1900000.0,1.3622923395943134e+20,4.1453606148e+20,4977119486.699539,2.758730630603168e-06,5.542825801099173e-16,7.772975345434909e-16,0.298448085036027,11,W3,500000000,300.0,1.0,0.0,0,0,0.0,0.0,0
shortest_path,nominal,13,600,197010666.66666666,0.197,660,14181636000.0,33.350508367882526,420.0,2536216.713349122,1900000.0,1900000.0,1.362292409006414e+20,4.1453606148e+20,4893959450.127318,2.199377372427995e-06,4.494065377617253e-16,7.438826491011763e-16,0.294485942081216,11,W3,500000000,300.0,1.0,0.0,0,0,0.0,0.0,0
shortest_path,nominal,14,600,197010666.66666666,0.197,646,14181636000.0,33.06580241259926,420.0,2455221.8628954347,1900000.0,1900000.0,1.3622922784282396e+20,4.1453606148e+20,4998551459.299428,3.2584388832109304e-06,6.518766306084237e-16,7.231513502718153e-16,0.2972692930712504,11,W3,500000000,300.0,1.0,0.0,0,0,0.0,0.0,0
shortest_path,nominal,15,600,197010666.66666666,0.197,646,14181636000.0,33.1069251392703,420.0,2618196.090585713,1900000.0,1900000.0,1.3622924654871835e+20,4.1453606148e+20,4938864111.568943,3.232077987469495e-06,6.544172737813496e-16,8.862929879404068e-16,0.2920737855621756,11,W3,500000000,300.0,1.0,0.0,0,0,0.0,0.0,0
shortest_path,nominal,16,600,197010666.66666666,0.197,664,14181636000.0,33.43710947019245,420.0,2674672.3345818226,1900000.0,1900000.0,1.3622926628156858e+20,4.1453606148e+20,4945582829.855494,2.674499683053e-06,5.407855403629236e-16,7.300132836250807e-16,0.29616184955684377,11,W3,500000000,300.0,1.0,0.0,0,0,0.0,0.0,0
shortest_path,nominal,17,600,197010666.66666666,0.197,661,14181636000.0,33.34135508798326,420.0,2485472.771978602,1900000.0,1900000.0,1.3622923579608421e+20,4.1453606148e+20,4932831346.150059,2.4669706815139136e-06,5.001125131592665e-16,7.60706401275301e-16,0.29595828552674946,11,W3,500000000,300.0,1.0,0.0,0,0,0.0,0.0,0
shortest_path,nominal,18,600,197010666.66666666,0.197,646,14181636000.0,33.06964565199686,420.0,2420012.1140411496,1900000.0,1900000.0,1.3622922271485233e+20,4.1453606148e+20,4805236453.058911,2.8229019335412886e-06,5.874636890645182e-16,7.493454824959727e-16,0.2902865614400408,11,W3,500000000,300.0,1.0,0.0,0,0,0.0,0.0,0
shortest_path,nominal,19,600,197010666.66666666,0.197,768,14181636000.0,35.24062995637732,420.0,2703194.008423755,1900000.0,1900000.0,1.3622927961259991e+20,4.1453606148e+20,4890427764.315391,3.210385997112682e-06,6.564632281327855e-16,8.946146326833809e-16,0.29407867459557563,11,W3,500000000,300.0,1.0,0.0,0,0,0.0,0.0,0
shortest_path,weather,0,600,197010666.66666666,0.197,733,14181636000.0,34.636191740603884,420.0,2820826.8972492567,1900000.0,1900000.0,1.3622929606282086e+20,4.1453606148e+20,4614046148.171388,2.2881186061418646e-06,4.95902843765158e-16,7.175138281970888e-16,0.2743740354501071,11,W3,500000000,300.0,1.0,0.0,0,0,0.0,0.0,0
shortest_path,weather,1,600,197010666.66666666,0.197,750,14181636000.0,34.66322905666025,420.0,2868937.855569004,1900000.0,1900000.0,1.3622930833445469e+20,4.1453606148e+20,4667784615.236941,2.2563167041966814e-06,4.833806377508163e-16,7.575826508377145e-16,0.28078899079514846,11,W3,500000000,300.0,1.0,0.0,0,0,0.0,0.0,0
shortest_path,weather,2,600,197010666.66666666,0.197,723,14181636000.0,34.40903956410402,420.0,2794867.650044351,1900000.0,1900000.0,1.3622928832902617e+20,4.1453606148e+20,4613422136.640518,2.1052074679062116e-06,4.563223146623253e-16,7.666852825627502e-16,0.2733794890069252,11,W3,500000000,300.0,1.0,0.0,0,0,0.0,0.0,0
shortest_path,weather,3,600,197010666.66666666,0.197,830,14181636000.0,36.50774635589942,420.0,3375980.340487471,1900000.0,1900000.0,1.3622939105631519e+20,4.1453606148e+20,4622650808.982369,2.0127553228058192e-06,4.3541150001959746e-16,6.677119458388831e-16,0.2749264001185641,11,W3,500000000,300.0,1.0,0.0,0,0,0.0,0.0,0
shortest_path,weather,4,600,197010666.66666666,0.197,688,14181636000.0,33.78239419456186,420.0,2714778.218157876,1900000.0,1900000.0,1.362292775991684e+20,4.1453606148e+20,4605347827.811175,1.965168926044454e-06,4.2671455002313197e-16,6.5732910836499795e-16,0.2744517271720858,11,W3,500000000,300.0,1.0,0.0,0,0,0.0,0.0,0
shortest_path,weather,5,600,197010666.66666666,0.197,721,14181636000.0,34.38021736192221,420.0,2727333.653667109,1900000.0,1900000.0,1.3622928199975076e+20,4.1453606148e+20,4652844877.938175,2.280583822900084e-06,4.901482604145367e-16,7.876269994997077e-16,0.2771909023723707,11,W3,500000000,300.0,1.0,0.0,0,0,0.0,0.0,0
shortest_path,weather,6,600,197010666.66666666,0.197,718,14181636000.0,34.34511198815157,420.0,2722655.7055072794,1900000.0,1900000.0,1.3622928122158162e+20,4.1453606148e+20,4621679808.596768,2.0973092631493273e-06,4.537980453012194e-16,7.421544984924171e-16,0.2783764836270358,11,W3,500000000,300.0,1.0,0.0,0,0,0.0,0.0,0
