t,secure_bps,violations,k_min,k_mean,q_total,aos_mean,aos_max,rekey
0,245000000.0,0,2334375.0,2660980.902777778,0,0.7964987229967943,0.8563935128191404,0
1,245000000.0,0,2534375.0,2796961.8055555555,0,1.7659661855679487,1.7888379431050634,0
2,245000000.0,0,2343750.0,2932942.7083333335,0,2.7609844497148215,2.852969399722785,0
3,245000000.0,0,2543750.0,3068923.611111111,0,3.733512693112637,3.785931820414579,0
4,245000000.0,0,2353125.0,3204904.513888889,0,4.739218454308058,4.849572558806351,0
5,245000000.0,0,2553125.0,3335460.0694444445,0,5.664685098135609,5.7830470317623455,0
6,245000000.0,0,2362500.0,3458420.138888889,0,6.606243703351606,6.846202665538397,0
7,245000000.0,0,2562500.0,3584092.8819444445,0,7.592265894208488,7.780183343085625,0
8,245000000.0,0,2371875.0,3708680.5555555555,0,8.58598660448154,8.842859400516252,0
9,245000000.0,0,2571875.0,3834897.3710024524,0,8.191440719881212,9.777340523733178,0
10,245000000.0,0,2381250.0,3952435.765990793,0,8.65590304488768,10.839542449365096,0
11,245000000.0,0,2581250.0,4071059.230423579,0,9.457023325869997,11.77451834640333,0
12,245000000.0,0,2390625.0,4171264.7370418077,0,10.387246864267627,12.836251502639419,0
13,245000000.0,0,2590625.0,4250053.107923705,0,11.316792274909542,13.771716587083393,0
14,245000000.0,0,2400000.0,4348871.860750045,0,11.286894653065447,14.83298625572678,0
15,245000000.0,0,2600000.0,4411292.0025678035,0,12.48650692054151,15.768935024990387,0
16,245000000.0,0,2409375.0,4466964.550110237,0,9.020017286620423,16.829746408753824,0
17,245000000.0,0,2609375.0,4518212.705240294,0,9.773627739494357,17.76617344251305,0
18,245000000.0,0,2418750.0,4535693.499259239,0,9.484324541352427,18.82653166649447,0
19,245000000.0,0,2618750.0,4573356.584944853,0,11.569190101249516,19.76343162515507,0
20,245000000.0,0,2428125.0,4604335.771853533,0,11.407532258251189,20.823341738280245,0
21,245000000.0,0,2628125.0,4623422.597651101,0,12.726634199119301,21.76070936147958,0
22,245000000.0,0,2437500.0,4637735.117893113,0,9.654467643469081,22.820176337912653,0
23,245000000.0,0,2637500.0,4657342.777024015,0,13.026743474370257,23.758006443054764,0
24,245000000.0,0,2446875.0,4660153.561154917,0,10.486357103928844,24.817035183577595,0
25,245000000.0,0,2646875.0,4658624.067508042,0,10.893315421379263,25.755322664400698,0
26,245000000.0,0,2456250.0,4655619.392834846,0,8.479107447011309,26.813917997761724,0
27,245000000.0,0,2656250.0,4656693.552436511,0,8.778208354780533,27.75265782293725,0
28,245000000.0,0,2465625.0,4657638.530541093,0,9.09381792746073,28.81082450717073,0
