t,secure_bps,violations,k_min,k_mean,q_total,aos_mean,aos_max,rekey,q_sumsq,z_l1,z_sumsq,z_max,lyapunov,key_inflow,key_overflow,cg_iters,cg_columns,cg_converged,obj_lp,obj_greedy,key_blocked_edges
303,172400000.0,2,0.0,8027600.773712996,14788089344,104.44731953839566,420.0,2,1.903945676985981e+20,7952776.001231548,37243876520099.336,5652776.001231548,9.520100823695106e+19,8511537.950225879,4.147295840084553e-09,0,0,1,0.0,0.0,0
304,172400000.0,2,0.0,8047163.657369137,14860689344,104.44744264393707,420.0,2,1.917894286313575e+20,7952776.001231548,37243876520099.336,5652776.001231548,9.589843870333075e+19,8511537.950225879,4.642060957849026e-09,0,0,1,0.0,0.0,0
305,172400000.0,2,0.0,8066717.754967494,14933289344,104.44757144239601,420.0,2,1.9319018532411687e+20,7952776.001231548,37243876520099.336,5652776.001231548,9.659881704971044e+19,8511537.950225879,4.642060957849026e-09,0,0,1,0.0,0.0,0
306,172400000.0,2,0.0,8086263.359376662,15005889344,104.44770594100544,420.0,2,1.9459683777687627e+20,7952776.001231548,37243876520099.336,5652776.001231548,9.730214327609015e+19,8511537.950225879,4.642060957849026e-09,0,0,1,0.0,0.0,0
307,172400000.0,2,0.0,8105800.753702947,15078489344,104.44784615163435,420.0,2,1.9600938598963567e+20,7952776.001231548,37243876520099.336,5652776.001231548,9.800841738246984e+19,8511537.950225879,4.642060957849026e-09,0,0,1,0.0,0.0,0
308,172400000.0,2,0.0,8126379.420125748,15151089344,104.44799209075677,420.0,2,1.9742782996239506e+20,7952776.001231548,37243876520099.336,5652776.001231548,9.871763936884954e+19,8587080.96294388,2.3865140974521637e-09,0,0,1,0.0,0.0,0
309,172400000.0,2,0.0,8146950.4146822095,15223689344,104.44814377943082,420.0,2,1.9885216969515444e+20,7952776.001231548,37243876520099.336,5652776.001231548,9.942980923522923e+19,8587080.96294388,2.3865140974521637e-09,0,0,1,0.0,0.0,0
310,172400000.0,2,0.0,8167513.993101213,15296289344,104.44830124328719,420.0,2,2.0028240518791384e+20,7952776.001231548,37243876520099.336,5652776.001231548,1.0014492698160893e+20,8587080.96294388,2.3865140974521637e-09,0,0,1,0.0,0.0,0
311,172400000.0,2,0.0,8188070.402587335,15368889344,104.4484645125276,420.0,2,2.0171853644067324e+20,7952776.001231548,37243876520099.336,5652776.001231548,1.0086299260798863e+20,8587080.96294388,2.3865140974521637e-09,0,0,1,0.0,0.0,0
312,172400000.0,2,0.0,8208471.343273446,15441489344,104.4486390489532,420.0,2,2.0316056345343263e+20,7952776.001231548,37243876520099.336,5652776.001231548,1.0158400611436832e+20,8579951.099028997,1.673470251262188e-09,0,0,1,0.0,0.0,0
313,172400000.0,2,0.0,8229437.770366011,15514089344,104.44881965058246,420.0,2,2.04608486226192e+20,7952776.001231548,37243876520099.336,5652776.001231548,1.0230796750074801e+20,8621148.446097724,2.837623469531536e-09,0,0,1,0.0,0.0,0
314,172400000.0,2,0.0,8250397.721788059,15586689344,104.44900636862327,420.0,2,2.060623047589514e+20,7952776.001231548,37243876520099.336,5652776.001231548,1.0303487676712772e+20,8621148.446097724,2.837623469531536e-09,0,0,1,0.0,0.0,0
315,172400000.0,2,0.0,8271770.475058036,15659289344,104.44914380515262,420.0,2,2.075220190517108e+20,7952776.001231548,37243876520099.336,5652776.001231548,1.0376473391350741e+20,8616663.300337043,4.292814992368221e-09,0,0,1,0.0,0.0,0
316,172400000.0,2,0.0,8293684.742297424,15731889344,104.44922227767427,420.0,2,2.089876291044702e+20,7952776.001231548,37243876520099.336,5652776.001231548,1.044975389398871e+20,8616663.30635955,2.9685907065868378e-09,0,0,1,0.0,0.0,0
317,172400000.0,2,0.0,8315613.246508156,15804489344,104.44930175901582,420.0,2,2.1045913491722958e+20,7952776.001231548,37243876520099.336,5652776.001231548,1.052332918462668e+20,8616663.30635955,2.9685907065868378e-09,0,0,1,0.0,0.0,0
318,172400000.0,2,0.0,8337555.513124522,15877089344,104.44938226677824,420.0,2,2.1193653648998898e+20,7952776.001231548,37243876520099.336,5652776.001231548,1.059719926326465e+20,8616663.30635955,2.9685907065868378e-09,0,0,1,0.0,0.0,0
319,172400000.0,2,0.0,8359511.083399664,15949689344,104.44946382050273,420.0,2,2.1341983382274838e+20,7952776.001231548,37243876520099.336,5652776.001231548,1.067136412990262e+20,8616663.30635955,2.9685907065868378e-09,0,0,1,0.0,0.0,0
320,172400000.0,2,0.0,8381479.513878286,16022289344,104.44954644156812,420.0,2,2.1490902691550777e+20,7952776.001231548,37243876520099.336,5652776.001231548,1.074582378454059e+20,8616663.30635955,2.9685907065868378e-09,0,0,1,0.0,0.0,0
321,172400000.0,2,0.0,8403460.375886945,16094889344,104.44963015309486,420.0,2,2.1640411576826715e+20,7952776.001231548,37243876520099.336,5652776.001231548,1.0820578227178558e+20,8616663.30635955,2.9685907065868378e-09,0,0,1,0.0,0.0,0
322,172400000.0,2,0.0,8425457.276223851,16167489344,104.44971497985627,420.0,2,2.1790510038102655e+20,7952776.001231548,37243876520099.336,5652776.001231548,1.0895627457816528e+20,8616952.831503054,4.583853296935558e-09,0,0,1,0.0,0.0,0
323,172400000.0,2,0.0,8447465.793134935,16240089344,104.44980094819564,420.0,2,2.1941198075378595e+20,7952776.001231548,37243876520099.336,5652776.001231548,1.0970971476454498e+20,8616952.831503054,4.583853296935558e-09,0,0,1,0.0,0.0,0
324,172400000.0,2,0.0,8469485.539401058,16312689344,104.44988808595009,420.0,2,2.2092475688654533e+20,7952776.001231548,37243876520099.336,5652776.001231548,1.1046610283092468e+20,8616952.831503054,4.583853296935558e-09,0,0,1,0.0,0.0,0
325,172400000.0,2,0.0,8490914.208975159,16385289344,104.44996262663916,420.0,2,2.224434287793047e+20,7952776.001231548,37243876520099.336,5652776.001231548,1.1122543877730437e+20,8565451.263851508,3.208697307854891e-09,0,0,1,0.0,0.0,0
326,172400000.0,2,0.0,8512990.785540957,16457889344,104.44997547891327,420.0,2,2.2396799643206412e+20,7952776.001231548,37243876520099.336,5652776.001231548,1.1198772260368407e+20,8574557.820048714,1.8480932340025902e-09,0,0,1,0.0,0.0,0
327,172400000.0,2,0.0,8535093.063126229,16530489344,104.44998656123678,420.0,2,2.254984598448235e+20,7952776.001231548,37243876520099.336,5652776.001231548,1.1275295431006377e+20,8574647.574141758,2.0445440895855427e-09,0,0,1,0.0,0.0,0
328,172400000.0,2,0.0,8557218.979998527,16603089344,104.44999591581087,420.0,2,2.270348190175829e+20,7952776.001231548,37243876520099.336,5652776.001231548,1.1352113389644346e+20,8574647.574141758,2.0445440895855427e-09,0,0,1,0.0,0.0,0
329,172400000.0,2,0.0,8579367.718456818,16675689344,104.45000358496307,420.0,2,2.285770739503423e+20,7952776.001231548,37243876520099.336,5652776.001231548,1.1429226136282317e+20,8574645.43395635,1.899024937301874e-09,0,0,1,0.0,0.0,0
330,172400000.0,2,0.0,8601538.546515536,16748289344,104.45000961105885,420.0,2,2.301252246431017e+20,7952776.001231548,37243876520099.336,5652776.001231548,1.1506633670920285e+20,8574645.43395635,1.899024937301874e-09,0,0,1,0.0,0.0,0
331,172400000.0,2,0.0,8623730.72785467,16820889344,104.45001403642003,420.0,2,2.316792710958611e+20,7952776.001231548,37243876520099.336,5652776.001231548,1.1584335993558255e+20,8574645.43395635,1.899024937301874e-09,0,0,1,0.0,0.0,0
332,172400000.0,2,0.0,8646985.706964714,16893489344,104.45001690324945,420.0,2,2.3323921330862047e+20,7952776.001231548,37243876520099.336,5652776.001231548,1.1662333104196225e+20,8649680.685145246,1.4479155652225018e-09,0,0,1,0.0,0.0,0
