t,secure_bps,violations,k_min,k_mean,q_total,aos_mean,aos_max,rekey,q_sumsq,z_l1,z_sumsq,z_max,lyapunov,key_inflow,key_overflow,cg_iters,cg_columns,cg_converged,obj_lp,obj_greedy,key_blocked_edges
2,245000000.0,0,1640625.0,2275390.625,0,3.0512916738522198,3.218305033122668,0,0.0,1065625.0,237236328125.0,303125.0,23723632812500.0,7200000.0,0.0,0,0,1,0.0,0.0,0
3,245000000.0,0,1160095.3703703706,2202363.7602880658,0,4.1463299723175515,4.722511389707835,0,0.0,1221875.0,531513671875.0,650000.0,53151367187500.0,7200000.0,0.0,0,0,1,0.0,0.0,0
4,245000000.0,0,1203845.3703703706,2133316.484822636,0,3.961091888428309,5.659964049482299,0,0.0,1363944.7083777427,511070152982.8018,606250.0,51107015298280.18,7209610.583244515,2.892193151637912e-10,0,0,1,0.0,0.0,0
5,245000000.0,0,856970.3703703706,2097602.542690539,0,5.554056508007885,7.3310828311432665,0,0.0,1525000.0,1017460937500.0,953125.0,101746093750000.0,7209610.583244515,2.892193151637912e-10,0,0,1,0.0,0.0,0
6,245000000.0,0,900720.3703703706,2084110.8227806645,0,5.383399522708028,8.217982498475136,0,0.0,1667069.7083777427,970493981107.8018,909375.0,97049398110780.17,7209610.583244515,2.892193151637912e-10,0,0,1,0.0,0.0,0
7,245000000.0,0,944470.3703703706,2070619.1028707896,0,6.144627910378243,9.115349208898568,0,0.0,2381014.4167554853,1323431002556.2073,865625.0,132343100255620.73,7209610.583244515,2.892193151637912e-10,0,0,1,0.0,0.0,0
8,245000000.0,0,597595.3703703706,2064900.8247165398,0,8.166932530067673,11.34115514251728,0,0.0,2494873.51273418,1705424529307.6006,1212500.0,170542452930760.06,7209781.808042611,0.0,0,0,1,0.0,0.0,0
9,245000000.0,0,641345.3703703706,2062524.972162168,0,7.55971816985755,12.11358981048905,0,0.0,2636857.6087128744,1904905566400.1167,1168750.0,190490556640011.66,7209781.808042611,0.0,0,0,1,0.0,0.0,0
10,245000000.0,0,685095.3703703706,2071089.3591811194,0,6.6283777068238825,12.915046633998351,0,0.0,3350716.494402844,2504225895418.7617,1125000.0,250422589541876.2,7209782.64919751,5.568945304901263e-11,0,0,1,0.0,0.0,0
11,245000000.0,0,338220.37037037057,2079824.6411032723,0,9.016945597843886,16.89587234344548,0,0.0,3464575.169804089,2780328574848.2,1471875.0,278032857484820.03,7209782.64919751,1.7119528017417451e-10,0,0,1,0.0,0.0,0
12,245000000.0,0,381970.37037037057,2088559.923025425,0,7.7670303881686245,17.222336125026594,0,0.0,3606559.2657827837,3226225075280.7607,1428125.0,322622507528076.06,7209782.64919751,5.568945304901263e-11,0,0,1,0.0,0.0,0
13,245000000.0,0,425720.37037037057,2097668.7091419855,0,6.196278200661453,17.686910067743206,0,0.0,4320418.151472753,4071960863696.6255,1384375.0,407196086369662.56,7223228.800196163,4.0402592382804414e-10,0,0,1,0.0,0.0,0
14,245000000.0,0,78845.37037037057,2106777.4952585455,0,10.315012984184934,39.04841533983503,0,0.0,4434276.826873998,4242173020437.416,1731250.0,424217302043741.6,7223228.800196163,1.7119528017417451e-10,0,0,1,0.0,0.0,0
15,245000000.0,0,278845.37037037057,2098525.1702639945,0,7.151893352410889,17.51651462724127,0,0.0,4732510.922852693,4924137225450.021,1531250.0,492413722545002.1,7223228.800196163,3.4536351556369027e-10,0,0,1,0.0,0.0,0
16,245000000.0,0,322595.37037037057,2107633.956380555,0,7.675116612259152,22.18055813873636,0,0.0,5446369.808542663,6147572565756.447,1487500.0,614757256575644.8,7223228.800196163,3.4536351556369027e-10,0,0,1,0.0,0.0,0
17,238784414.81481487,1,0.0,2119440.4791226294,6215585,19.74753349123483,137.0,1,38633499194292.92,5463109.96542539,5862479649080.613,1810095.3703703706,605564714505207.9,7223228.800196163,3.462730102654632e-10,0,0,1,0.0,0.0,0
18,251215585.18518513,0,200000.0,2108490.417502564,0,8.903877445516347,21.39431577822546,0,0.0,5931301.468811491,7339458853335.311,1610095.3703703706,733945885333531.0,7223228.800196163,3.4536351556369027e-10,0,0,1,0.0,0.0,0
19,245000000.0,0,243750.0,2128449.8980635684,0,10.215059289257717,27.171603677221654,0,0.0,5654535.144212735,5731048087272.281,1566345.3703703706,573104808727228.1,7223228.800196163,2.2985768843852838e-10,0,0,1,0.0,0.0,0
20,218600000.0,1,0.0,2149017.017513462,26400000,21.326388221371506,140.0,1,696960000000000.0,5165268.81961398,5352886710461.509,1810095.3703703706,883768671046150.9,7223228.800196163,2.2985768843852838e-10,0,0,1,0.0,0.0,0
21,271400000.0,0,200000.0,2129306.3591855774,0,10.067974382758393,23.87575155636739,0,0.0,5960377.495015224,7186742099337.912,1610095.3703703706,718674209933791.2,7223228.800196163,3.4536351556369027e-10,0,0,1,0.0,0.0,0
22,207400000.0,1,0.0,2154734.589746582,37600000,22.390704307419142,142.0,1,1413760000000000.0,5486736.17041647,6362191182452.575,1810095.3703703706,1343099118245257.5,7223228.800196163,2.2985768843852838e-10,0,0,1,0.0,0.0,0
23,282600000.0,0,136958.18578532827,2143183.6536409203,0,12.255198052113425,26.58441972227385,0,0.0,6344345.897261338,8376160253308.147,1610095.3703703706,837616025330814.8,7223228.800196163,2.2985768843852838e-10,0,0,1,0.0,0.0,0
24,207400000.0,1,0.0,2168611.8842019243,37600000,23.356681081705577,144.0,1,1413760000000000.0,5870704.572662584,7320553226378.183,1810095.3703703706,1438935322637818.2,7223228.800196163,2.2985768843852838e-10,0,0,1,0.0,0.0,0
25,282600000.0,0,43750.0,2176736.194032884,0,16.55212957287009,69.6927374301676,1,0.0,6139990.4347488275,6892335070715.457,1766345.3703703706,689233507071545.8,7237787.653914555,2.9967850423417985e-10,0,0,1,0.0,0.0,0
26,245000000.0,0,87500.0,2164548.003863844,0,14.376584206953007,48.59887005649718,0,0.0,6628026.296835071,7302134255091.048,1722595.3703703706,730213425509104.8,7237787.653914555,4.62478055851534e-10,0,0,1,0.0,0.0,0
