t,secure_bps,violations,k_min,k_mean,q_total,aos_mean,aos_max,rekey,q_sumsq,z_l1,z_sumsq,z_max,lyapunov,key_inflow,key_overflow
20,0.0,0,600000.0,2250557.2027284754,3576600000,0.0,0.0,0,3.30084756e+18,7952866.824507136,12106571533256.4,1700000.0,1.6516344371533256e+18,7223228.800196163,3.462730102654632e-10
21,0.0,0,800000.0,2284535.7805117024,3821600000,0.0,0.0,0,3.73884256e+18,6742168.72043679,9146366226136.717,1500000.0,1.8703359166226138e+18,7223228.800196163,3.4536351556369027e-10
22,120000000.0,0,1000000.0,2292472.6916282624,3946600000,1.2153496547395477,1.2200307993445256,0,4.19368756e+18,6468970.616366443,7484595167055.737,1300000.0,2.0975922395167055e+18,7223228.800196163,3.4536351556369027e-10
23,0.0,0,1200000.0,2326451.2694114894,4191600000,0.0,0.0,0,4.68698256e+18,5258272.512296097,5121179736119.095,1100000.0,2.344003397973612e+18,7223228.800196163,2.2985768843852838e-10
24,358400000.0,1,0.0,2204874.2916391604,4078200000,85.16323084646893,144.0,2,4.26363124e+18,9647574.40822575,20960954468702.848,2300000.0,2.1339117154468703e+18,7223228.800196163,2.2985768843852838e-10
25,90000000.0,0,200000.0,2219726.0320256758,4233200000,1.0510669689810612,1.0537805894014942,0,4.73964624e+18,9136361.590725807,17634300248203.637,2100000.0,2.37158655002482e+18,7237787.653914555,2.523847797419876e-10
26,0.0,0,400000.0,2254109.0224121916,4478200000,0.0,0.0,0,5.24961124e+18,7922023.7732258625,14185722078896.734,1900000.0,2.62622419220789e+18,7237787.653914555,2.523847797419876e-10
27,1280222853.5628707,2,0.0,2010714.235020929,3442977146,99.74702081258994,120.0,3,4.280305923907905e+18,15905413.00254914,32360500660548.44,2300000.0,2.1433890120200074e+18,7239528.697374483,4.6475179260596633e-10
28,90000000.0,0,200435.26086498186,2048084.9769167486,3597977146,0.9253893483944482,0.9273167589259725,0,4.761456438426319e+18,14579620.943694986,26298178213255.758,2099564.739135018,2.383358037034485e+18,7248471.708249496,4.729372449219227e-11
29,102622853.56287071,1,0.0,2060445.7997314606,3740354293,30.703902948014232,120.0,1,5.172173676896252e+18,13646621.7720086,22599685857231.26,2300000.0,2.588346807033849e+18,7248471.708249496,4.729372449219227e-11
30,0.0,0,200435.26086498186,2117347.79162728,3985354293,0.0,0.0,0,5.710314363129635e+18,11433777.275629932,17526872998541.691,2099564.739135018,2.856909868864672e+18,7248471.708249496,3.183231456205249e-10
31,551022853.5628707,2,0.0,1976892.3934269904,3679331439,50.715307581198296,151.0,3,4.979109816891252e+18,16509726.260235706,33803585091244.56,2300000.0,2.4929352669547505e+18,7248471.708249496,3.3242031349800527e-10
32,0.0,0,200000.0,2033794.3853228097,3924331439,0.0,0.0,0,5.494460674839606e+18,14593976.299883885,27517733499832.773,2100000.0,2.7499821107697864e+18,7248471.708249496,1.7053025658242404e-10
33,312511426.7814354,1,0.0,2022902.53717859,3856820013,33.57742101203476,120.0,1,5.901911530725182e+18,15414242.171866588,29866353956329.57,2300000.0,2.9539424007582244e+18,7249388.988538043,2.887645678129047e-10
34,90000000.0,0,200435.26086498186,2060298.7590824242,4011820013,0.7455592034027514,0.7478244669529396,0,6.452958131727578e+18,14087991.472868163,23993484481522.984,2099564.739135018,3.228878414311941e+18,7249388.988538043,2.673914423212409e-10
35,102622853.56287071,1,0.0,2094955.6464457053,4154197159,62.09905474311202,120.0,1,6.947501187411635e+18,12973523.915831996,21714113442625.086,2300000.0,3.47592200505008e+18,7249388.988538043,1.687112671788782e-10
36,0.0,0,200435.26086498186,2151883.1183495396,4399197159,0.0,0.0,0,7.555537960129001e+18,11352294.266084736,16788219388890.42,2099564.739135018,3.77944780200339e+18,7249388.988538043,4.797584551852196e-10
37,192622853.5628707,1,0.0,2167012.423855046,4451574305,31.376040247111963,120.0,1,8.100914431104741e+18,10827718.583986191,15581354010492.867,2300000.0,4.05201535095342e+18,7249521.041658134,4.779394657816738e-10
38,358400000.0,1,0.0,2068388.0083455492,4338174305,58.14341419483181,158.0,1,7.320227295537078e+18,14511509.983490096,28844988266296.914,2300000.0,3.662998146595169e+18,7249521.041658134,5.138645065017045e-10
39,312622853.56287074,1,0.0,2057475.6471843885,4270551452,21.546906984509818,120.0,1,7.829457181804502e+18,14924434.301391551,28617788001218.02,2300000.0,3.917590369702373e+18,7249521.041658134,1.8917489796876907e-10
40,0.0,0,200435.26086498186,2114406.787230448,4515551452,0.0,0.0,0,8.45789429795181e+18,13242600.700895458,22920522033657.23,2099564.739135018,4.2312392011792707e+18,7249521.041658134,3.078639565501362e-10
41,162622853.5628707,1,0.0,2136046.50940262,4597928598,31.314493108481035,120.0,1,9.037457599510917e+18,12483650.018796913,20892759682163.996,2300000.0,4.520818075723675e+18,7249521.041658134,1.8917489796876907e-10
42,641491983.0213497,1,0.0,2054412.5415974094,4201436615,68.07039738416725,120.0,1,7.369681324662055e+18,15402963.27224856,26771280282160.26,2301146.853947741,3.6875177903592433e+18,7272833.276366722,2.5920599000528455e-10
43,452778091.7396554,2,0.0,1898907.7871012543,3993658524,25.426355291814886,120.0,2,7.120200375718401e+18,20220757.686366156,33762366625510.473,2314501.48726582,3.5634764245217516e+18,7272833.276366722,1.8553691916167736e-10
44,105383966.04269922,1,0.0,1966950.0382584247,4133274558,68.22260716894328,120.0,1,7.490092404527617e+18,18138468.0220264,29595461271807.938,2303440.561843223,3.7480057483909893e+18,7272833.276366722,4.824869392905384e-10
45,267419630.38432658,2,0.0,1954343.587596034,4110854927,25.39294976316774,120.0,2,7.822891660771811e+18,18611923.498128477,30932983745396.562,2314501.48726582,3.9145391287604454e+18,7272833.276366722,4.079083737451583e-10
46,280383966.0426992,1,0.0,1984408.4081976488,4075470961,37.3754961843092,120.0,1,8.215053354338693e+18,17896821.333788723,30655237627491.176,2305734.2697387044,4.1105922009320955e+18,7272833.276366722,4.824869392905384e-10
47,259010800.97477263,2,0.0,1949450.3157526602,4061460159,29.6252162579293,120.0,3,8.127750231476241e+18,18370734.71618096,30464561323800.875,2300000.0,4.066921571870501e+18,7272833.276366722,3.6288838600739837e-10
48,105383966.04269922,1,0.0,2017492.566909831,4201076193,68.54492621165997,120.0,1,8.581435418728289e+18,15690905.206264623,27179205783341.88,2308027.977634186,4.293435629942479e+18,7272833.276366722,5.984475137665868e-10
49,328520442.81523013,3,0.0,2012543.9146374133,4117555751,43.30019899790895,120.0,3,8.460803250492691e+18,15887809.418597685,28714494692472.652,2314501.48726582,4.233273074715593e+18,7272833.276366722,2.6648194761946797e-10
50,52691983.02134961,1,0.0,2092021.0579433143,4309863768,68.71575114019821,120.0,1,9.041117664864396e+18,13629960.724320564,24641738486504.824,2310321.685529668,4.5230230062808484e+18,7272833.276366722,6.448317435570061e-10
51,267419630.38432658,2,0.0,2078097.7319015993,4287444138,25.243016225634147,120.0,2,9.468967095944464e+18,14211140.196347669,25940366426541.867,2314501.48726582,4.737077584614886e+18,7272833.276366722,3.115019353572279e-10
52,105383966.04269922,1,0.0,2146139.9830587697,4427060172,68.89354545093605,120.0,1,9.994192369207912e+18,12595088.274415798,24136767588644.62,2312615.3934251494,4.999509861362821e+18,7272833.276366722,6.166374078020453e-10
53,523346939.43354475,3,0.0,2084004.3904545258,4148713231,27.715604311131464,120.0,3,9.848076257469594e+18,14861330.882085083,28415199721122.742,2424056.489669252,4.926879648706909e+18,7302736.051436431,1.3446879165712744e-09
54,577252784.8387935,2,0.0,1982153.66196501,3816460447,44.013908296010335,120.0,2,7.496649206964086e+18,18786223.887153395,36867492792245.0,2424056.489669252,3.752011352761267e+18,7302736.051436431,9.854375093709677e-10
55,267419630.38432658,2,0.0,1955326.6274139145,3794040816,22.365328124326002,120.0,2,7.421580678050934e+18,19341096.907858547,35392686880919.84,2314501.48726582,3.714329607713559e+18,7302736.051436431,4.4019543565809727e-10
56,156108203.60289124,2,0.0,2018723.021554439,3882932613,41.5220041769747,120.0,2,7.625737227319213e+18,17572959.48857241,32462739869552.79,2424056.489669252,3.816114887646562e+18,7302736.051436431,4.4519765651784837e-10
57,217195165.2321838,2,0.0,2040068.832255126,3910737448,25.350853907042584,120.0,2,7.634750241921063e+18,17230593.05540967,30884833439220.844,2424056.489669252,3.8204636043044536e+18,7302736.051436431,4.765752237290144e-10
58,155021241.97359866,2,0.0,2092653.4562952411,4000716206,41.64115638195645,120.0,2,7.661455526143476e+18,15957308.151254334,28295747882823.074,2424056.489669252,3.83355733786002e+18,7302736.051436431,3.956301952712238e-10
59,367195165.2321838,2,0.0,2092818.3617031176,3878521040,21.59188992510367,120.0,2,7.656962730435304e+18,16376174.848744191,29761733423996.812,2424056.489669252,3.8314575385600517e+18,7302736.051436431,3.878994903061539e-10
60,155021241.97359866,2,0.0,2150870.904899167,3968499799,41.41953320326204,120.0,2,7.68512994493357e+18,15486109.92836785,27499004477563.414,2424056.489669252,3.845314872914541e+18,7302736.051436431,3.956301952712238e-10
61,268506592.0136192,3,0.0,2183823.779410623,3944993207,37.25719029713142,120.0,3,7.644826986692951e+18,15171861.831000537,28475541834242.457,2424056.489669252,3.8252610475298995e+18,7302736.051436431,3.4287950256839395e-10
62,103709815.19216329,2,0.0,2260137.281949923,4086283392,41.27878057302167,120.0,2,7.947788617393746e+18,13878733.629418576,25421557342956.164,2424056.489669252,3.9764364644311685e+18,7302736.051436431,4.4065018300898373e-10
63,268506592.0136192,3,0.0,2283615.375954923,4062776800,37.24371838759585,120.0,3,7.908938572526932e+18,13943326.418879522,26962708254774.566,2424056.489669252,3.9571655570889436e+18,7302736.051436431,4.49745130026713e-10
64,156284814.2001039,3,0.0,2316797.065139616,4151491985,30.919730400944406,121.0,3,8.152678812020188e+18,13223454.848184178,25165291923751.06,2424056.489669252,4.0788559352024694e+18,7303245.299997191,6.803020369261503e-10
65,313749912.8648071,2,0.0,2346022.974709839,4082742073,25.04067472701184,120.0,2,8.445783512000964e+18,13215117.23017931,24075917431183.94,2424056.489669252,4.2252993477436e+18,7303362.577571491,1.1442011782492045e-09
66,208834727.06491107,3,0.0,2380251.915835222,4118907345,46.21876451442468,120.0,3,8.402084976923556e+18,13357202.20217423,25552745227308.84,2424056.489669252,4.203597762984509e+18,7303362.577571491,1.0277858564222697e-09
67,163749912.86480713,2,0.0,2425363.2420721115,4200157433,30.901226534207133,120.0,2,8.719284145230902e+18,12216462.154083503,22954626110697.12,2424056.489669252,4.361937535226521e+18,7303362.577571491,1.1424390322645195e-09
68,208834727.06491107,3,0.0,2448998.4132231823,4236322705,46.21097972808619,120.0,3,8.677021590534506e+18,12776061.2249054,24737731609735.297,2424056.489669252,4.3409845684282266e+18,7303362.577571491,1.3752696759183891e-09
69,316303554.4159731,3,0.0,2434312.812653694,4165019152,23.259886867654735,120.0,3,8.925425449599259e+18,12794059.429944193,23912218860682.895,2424056.489669252,4.4651039466856975e+18,7354951.914372363,1.1924612408620305e-09
70,158514227.1518161,3,0.0,2463212.361862954,4251504924,30.799217690736622,120.0,3,9.174223668415891e+18,11942309.456494229,22498756709483.668,2424056.489669252,4.589361709878894e+18,7440930.6939307675,6.866684998385608e-10
71,165966202.82620713,2,0.0,2522295.423385596,4330538722,30.851757665273347,120.0,2,9.492383810202196e+18,10949833.53314481,20428376985667.285,2424056.489669252,4.748234742799665e+18,7440930.6939307675,6.421032594516873e-10
72,286062251.47742504,3,0.0,2535682.488915289,4289476470,36.94594001592621,120.0,3,9.440193166549606e+18,11896703.133800447,22328201935122.156,2424056.489669252,4.722329403468316e+18,7440930.6939307675,1.1195879778824747e-09
73,218514227.1518161,3,0.0,2544833.182536928,4315962242,26.42834653945297,120.0,3,9.69508284499695e+18,11227371.256108161,21252496571392.49,2424056.489669252,4.849666672155614e+18,7440930.6939307675,1.0750227374956012e-09
74,158514227.1518161,3,0.0,2582726.124055918,4402448016,30.789053940968405,120.0,3,9.95769014631758e+18,10578738.639901102,20439267620878.113,2424056.489669252,4.980888999920878e+18,7440930.6939307675,8.421920938417315e-10
75,240966202.82620713,2,0.0,2623131.3494145987,4406481813,24.79455263697225,120.0,2,1.0284190519463416e+19,9970249.698128272,19026896569128.137,2424056.489669252,5.143997949388621e+18,7440930.6939307675,8.421920938417315e-10
76,211144014.8672714,3,0.0,2649174.0434966814,4440337798,36.62172820286248,120.0,3,1.0233457950983766e+19,10236227.620667055,19755374893885.92,2424056.489669252,5.118704512981272e+18,7441569.470413942,8.276401786133647e-10
77,218595990.54166245,3,0.0,2653920.720034873,4466741808,26.3647550217023,120.0,3,1.0502045787530586e+19,9777612.097072478,19225112060892.125,2424056.489669252,5.252945404971382e+18,7458206.426084277,2.08092387765646e-09
78,233595990.54166245,3,0.0,2681537.5693090623,4478145817,26.408659165922966,120.0,3,1.0772728722244162e+19,9507245.166611014,18884297964403.973,2424056.489669252,5.388252790918521e+18,7458206.426084277,1.6661942936480045e-09
79,218595990.54166245,3,0.0,2702878.609718701,4504549827,26.361934489496356,120.0,3,1.1049406755124498e+19,8957790.151571495,18683372079970.117,2424056.489669252,5.526571714770247e+18,7459505.097946563,2.1136656869202852e-09
80,106007084.52113031,2,0.0,2781045.1439017365,4643542742,40.81543512815286,120.0,2,1.1398077662969483e+19,8300627.271720422,17692961278602.418,2424056.489669252,5.700808127612602e+18,7459505.097946563,2.08092387765646e-09
81,346184896.5621946,3,0.0,2780632.4215179402,4542357846,30.583981488673842,120.0,3,1.1340660944786459e+19,9298781.98583693,18729467425071.977,2424056.489669252,5.672203419135737e+18,7459505.097946563,2.495653461664915e-09
82,158595990.54166245,3,0.0,2819005.831121637,4628761855,30.64894774303095,120.0,3,1.162702396182156e+19,8685177.340231989,18615217345591.44,2424056.489669252,5.815373502645339e+18,7459505.097946563,2.495653461664915e-09
83,218595990.54166245,3,0.0,2834593.7526791627,4655165864,26.3144818958667,120.0,3,1.1917507077023416e+19,8717151.804943252,18602084095089.14,2424056.489669252,5.960613746921217e+18,7459505.097946563,2.7284841053187847e-09
84,233595990.54166245,3,0.0,2856691.120616193,4666569874,26.34204070507233,120.0,3,1.2210085290392035e+19,8857701.837302007,18602395664744.754,2424056.489669252,6.106902884762492e+18,7459505.097946563,2.7284841053187847e-09
85,166007084.52113032,2,0.0,2906459.185098088,4745562789,30.65700549361449,120.0,2,1.2571754975776985e+19,8308637.62476287,17623492729812.305,2424056.489669252,6.287639837161474e+18,7459505.097946563,2.7284841053187847e-09
86,261184896.5621946,3,0.0,2934161.863903189,4729377893,36.574286098266484,120.0,3,1.2516504527959986e+19,9066552.26422771,18643463594776.555,2424056.489669252,6.26011661033947e+18,7459505.097946563,2.675733412615955e-09
87,218595990.54166245,3,0.0,2945734.584424776,4755781903,26.277185057950657,120.0,3,1.281829272548337e+19,8694486.957364155,18546247804959.812,2424056.489669252,6.411000987522181e+18,7459940.406520885,2.572051016613841e-09
88,208595990.54166245,3,0.0,2973269.3914888706,4792185912,26.29715030812034,120.0,3,1.312530102117351e+19,8658211.232260548,18531624394117.17,2424056.489669252,6.564503673026167e+18,7459940.406520885,2.572051016613841e-09
89,218595990.54166245,3,0.0,2988731.3785389536,4818589921,26.274914097182585,120.0,3,1.3436429415030411e+19,8693395.824076915,18518838137126.387,2424056.489669252,6.720066591328919e+18,7459940.406520885,2.9867806006222963e-09
90,156007084.52113032,2,0.0,3046137.2182189347,4907582836,30.65958574337657,120.0,2,1.3814697877955324e+19,8249479.397793004,17553504418299.504,2424056.489669252,6.909104289419492e+18,7459940.406520885,2.9867806006222963e-09
91,271184896.5621946,3,0.0,3061742.7868420547,4881397939,36.50840511142704,120.0,3,1.375738870050435e+19,9075970.708503457,18575418842694.145,2424056.489669252,6.880551892136445e+18,7459940.406520885,2.9867806006222963e-09
92,208595990.54166245,3,0.0,3078528.592275768,4917801948,26.262385341592243,120.0,3,1.4076952078516017e+19,8635655.21182503,18476759719431.535,2424056.489669252,7.040323715229952e+18,7459940.406520885,2.9867806006222963e-09
93,218595990.54166245,3,0.0,3093920.200227225,4944205958,26.24492998278517,120.0,3,1.440063555469444e+19,8667738.503679875,18464108745442.09,2424056.489669252,7.202164188221765e+18,7459940.406520885,2.9867806006222963e-09
94,208595990.54166245,3,0.0,3115899.451735764,4980609967,26.258417748282703,120.0,3,1.472953912903962e+19,8634672.905681372,18449834780788.97,2424056.489669252,7.366614547997889e+18,7459940.406520885,2.9867806006222963e-09
95,166007084.52113032,2,0.0,3165498.5609053522,5059602883,30.600704633989697,120.0,2,1.5123306369504502e+19,8258991.364476089,17486472225717.98,2424056.489669252,7.563401831974823e+18,7460001.625465855,2.8430804377421737e-09
96,264300172.13569126,3,0.0,3187743.392689349,5040302712,36.50455887684528,120.0,3,1.5051264421239745e+19,9031688.546952644,18526979345621.562,2424056.489669252,7.527484908554435e+18,7499529.740813732,3.356035449542105e-09
97,221962981.31113052,3,0.0,3214674.063444091,5063339730,36.48841888512159,120.0,3,1.5377729566969004e+19,9069733.944243005,18535785636826.734,2424056.489669252,7.690718362048184e+18,7501496.265782259,3.394234227016568e-09
98,241962981.31113052,3,0.0,3236539.5450638244,5066376749,30.47239151631499,120.0,3,1.5708423341100833e+19,9052681.459411727,18543620892043.11,2424056.489669252,7.856066032639621e+18,7501496.265782259,3.8598955143243074e-09
99,191962981.31113052,3,0.0,3276220.594790287,5119413767,36.4901674290602,120.0,3,1.6044945743635227e+19,9063177.91564127,18552067180332.28,2424056.489669252,8.024328078535646e+18,7501496.265782259,3.394234227016568e-09
100,241962981.31113052,3,0.0,3297986.312092449,5122450787,30.470703797951387,120.0,3,1.638479677457219e+19,9073674.371870812,18560597145340.383,2424056.489669252,8.194254447000629e+18,7501496.265782259,3.394234227016568e-09
101,191962981.31113052,3,0.0,3333010.942521448,5175487805,36.48949473106777,120.0,3,1.6730476433911714e+19,9084170.828100353,18569210787067.418,2424056.489669252,8.367095138034564e+18,7501496.265782259,3.394234227016568e-09
102,241962981.31113052,3,0.0,3349283.022265129,5178524824,30.469236895127793,120.0,3,1.7079484721653803e+19,9094667.284329895,18577908105513.38,2424056.489669252,8.541600151637453e+18,7501496.265782259,3.394234227016568e-09
103,191962981.31113052,3,0.0,3381056.58192757,5231561842,36.49007405073063,120.0,3,1.743432163779846e+19,9105163.740559436,18586689100678.273,2424056.489669252,8.719019487809297e+18,7501496.265782259,3.194145392626524e-09
104,249650011.06606075,3,0.0,3385558.525348695,5226911831,26.098704380595457,120.0,3,1.7755991529988895e+19,8932656.831027858,18060336417690.21,2424056.489669252,8.879801798636216e+18,7637256.232829417,3.2541720429435372e-09
105,199650011.06606075,3,0.0,3418130.938798245,5272261820,36.45239149507116,120.0,3,1.8082911806339764e+19,8951371.211436309,18110026005695.527,2424056.489669252,9.043266905770452e+18,7637256.232829417,2.788510755635798e-09
106,249650011.06606075,3,0.0,3429679.9907510886,5267611809,30.437804868190465,120.0,3,1.841258246685107e+19,8987982.595864452,18161297918818.273,2424056.489669252,9.208107363217417e+18,7637256.232829417,2.788510755635798e-09
107,146231832.5654626,2,0.0,3468305.634234676,5366379977,30.520614147010647,120.0,2,1.879766505617309e+19,8815929.220524637,17297556592176.75,2424056.489669252,9.400562283745761e+18,7637256.232829417,2.788510755635798e-09
108,244952273.28392762,2,0.0,3466252.4238330917,5366427703,24.436295547764747,120.0,2,1.8770728039522345e+19,8783968.324809803,17189780327440.67,2424056.489669252,9.387082997793917e+18,7637256.232829417,2.801243681460619e-09
109,257765927.34879205,3,0.0,3473632.444670772,5353661776,36.4608001237253,120.0,3,1.860989843830698e+19,9121361.00226019,18332275861682.754,2424056.489669252,9.306782446739659e+18,7637256.232829417,2.803062670864165e-09
110,249650011.06606075,3,0.0,3490720.2467948534,5349011765,30.44296500034873,120.0,3,1.8943754051001455e+19,9156018.017413748,18388758648043.57,2424056.489669252,9.473715901365533e+18,7637256.232829417,2.788510755635798e-09
111,199650011.06606075,3,0.0,3517782.866084104,5394361753,36.46727883123098,120.0,3,1.9282860047856374e+19,9192629.401841894,18446548927162.98,2424056.489669252,9.643274678820903e+18,7637256.232829417,2.788510755635798e-09
112,249650011.06606075,3,0.0,3523751.971336001,5389711743,30.44757182855324,120.0,3,1.962471642887172e+19,9229240.78627004,18505642879481.727,2424056.489669252,9.81420877872381e+18,7637256.232829417,2.788510755635798e-09
113,199650011.06606075,3,0.0,3539716.778536271,5435061731,36.47420163045605,120.0,3,1.99718231940475e+19,9265852.170698185,18566040504999.8,2424056.489669252,9.98776820107425e+18,7637256.232829417,2.788510755635798e-09
114,249650011.06606075,3,0.0,3524156.944929618,5430411721,26.084706690528293,120.0,3,2.032168034338372e+19,9093345.261166604,18072539260769.42,2424056.489669252,1.0162647425617936e+19,7637256.232829417,2.788510755635798e-09
115,146231832.5654626,2,0.0,3555523.3367318194,5529179888,30.504668630670736,120.0,2,2.072689503423918e+19,8903394.881807093,17211379832870.916,2424056.489669252,1.0365168655102878e+19,7637256.232829417,2.788510755635798e-09
116,244952273.28392762,2,0.0,3540814.080653147,5529227615,24.41187344362432,120.0,2,2.0697850571632865e+19,8849844.102255544,17024696943997.033,2424056.489669252,1.0350627755510833e+19,7637256.232829417,2.801243681460619e-09
117,257765927.34879205,3,0.0,3544191.2428936968,5516461687,36.44341090913582,120.0,3,2.0530679134355014e+19,9187236.77970593,18242483858958.168,2424056.489669252,1.0267163815563403e+19,7637256.232829417,2.803062670864165e-09
118,249650011.06606075,3,0.0,3544584.8907764503,5511811676,30.426647157952193,120.0,3,2.088472123587441e+19,9221893.79485949,18301827195980.1,2424056.489669252,1.0444190800656804e+19,7637256.232829417,2.788510755635798e-09
119,199650011.06606075,3,0.0,3560584.5889595416,5557161665,36.44899429680639,120.0,3,2.1244013721554235e+19,9258505.179287635,18362478025760.63,2424056.489669252,1.0623843108579695e+19,7637256.232829417,2.788510755635798e-09
120,249650011.06606075,3,0.0,3555416.8974888953,5552511655,30.431388433279867,120.0,3,2.16060565913945e+19,9295116.56371578,18424432528740.49,2424056.489669252,1.0804870738950124e+19,7637256.232829417,2.788510755635798e-09
121,199650011.06606075,3,0.0,3570911.3602712415,5597861643,36.45492193199223,120.0,3,2.1973349845395198e+19,9331727.948143926,18487690704919.68,2424056.489669252,1.098852369176809e+19,7637256.232829417,2.788510755635798e-09
122,191534094.78332946,2,0.0,3579322.7617418137,5651327549,24.334610878010057,120.0,2,2.239967518556261e+19,8905555.90739209,16985883985515.865,2314501.48726582,1.1201536181179857e+19,7672267.54971398,3.574314177967608e-09
123,257765927.34879205,3,0.0,3582154.3597756512,5638561621,36.4610134609631,120.0,3,2.2718687505877897e+19,9387445.058557933,18609552390276.855,2424056.489669252,1.1361204708177975e+19,7672267.54971398,3.1232048058882356e-09
124,138115916.2827313,1,0.0,3602153.1975662652,5745445704,15.37702061294368,120.0,1,2.319974617947992e+19,8752608.258038137,16179161934665.438,2314501.48726582,1.1601491005933427e+19,7672267.54971398,3.1086528906598687e-09
125,253068189.5666589,2,0.0,3595501.5180020905,5737377515,30.466766672549248,120.0,2,2.3113934837373006e+19,9142974.72050479,17508507335246.41,2424056.489669252,1.1558718269420028e+19,7672267.54971398,3.092281986027956e-09
126,249669293.43087533,2,0.0,3578683.4124258915,5732708222,24.33318442123261,120.0,2,2.2990792470241276e+19,9026336.80199634,17214000569670.662,2314501.48726582,1.1497117635177605e+19,7672568.836664208,3.798049874603748e-09
127,257785209.71360663,3,0.0,3581650.9252336305,5719923013,36.47235071093579,120.0,3,2.3317744484847825e+19,9506271.583887596,18873561848723.22,2424056.489669252,1.1660759598608785e+19,7672568.836664208,3.990862751379609e-09
128,191553377.14814404,2,0.0,3590052.331772314,5773369635,24.33358109820645,120.0,2,2.3750578045082935e+19,9080099.543135762,17334834320457.854,2314501.48726582,1.1877022505973514e+19,7672568.836664208,3.510649548843503e-09
129,257785209.71360663,3,0.0,3593081.194977143,5760584425,36.47983839981328,120.0,3,2.408741955501627e+19,9561988.694301605,19012407935559.855,2424056.489669252,1.2045611018301692e+19,7672568.836664208,3.52520146407187e-09
